"hour","Gage_ft","Discharge_cfs","Discharge_ls"
1995-01-01 05:00:00,0.264,0.1698,4.8082
1995-01-01 11:00:00,0.266,0.173,4.8988
1995-01-01 17:00:00,0.266,0.173,4.8988
1995-01-02,0.264,0.1698,4.8082
1995-01-02 05:00:00,0.262,0.1667,4.7204
1995-01-02 12:00:00,0.261,0.1651,4.6751
1995-01-02 18:00:00,0.255,0.156,4.4174
1995-01-03,0.254,0.1545,4.3749
1995-01-03 05:00:00,0.25,0.1486,4.2079
1995-01-03 11:00:00,0.245,0.1414,4.004
1995-01-03 13:00:00,0.244,0.14,3.9644
1995-01-03 18:00:00,0.238,0.1317,3.7293
1995-01-04,0.232,0.1237,3.5028
1995-01-04 06:00:00,0.226,0.116,3.2847
1995-01-04 11:00:00,0.22,0.1086,3.0752
1995-01-04 18:00:00,0.215,0.1027,2.9081
1995-01-05,0.213,0.1004,2.843
1995-01-05 06:00:00,0.211,0.0981,2.7779
1995-01-05 12:00:00,0.211,0.0981,2.7779
1995-01-05 18:00:00,0.21,0.0969,2.7439
1995-01-06,0.209,0.0958,2.7127
1995-01-06 05:00:00,0.209,0.0958,2.7127
1995-01-06 11:00:00,0.209,0.0958,2.7127
1995-01-06 17:00:00,0.209,0.0958,2.7127
1995-01-07,0.21,0.0969,2.7439
1995-01-07 05:00:00,0.209,0.0958,2.7127
1995-01-07 11:00:00,0.208,0.0947,2.6816
1995-01-07 17:00:00,0.207,0.0936,2.6505
1995-01-08,0.207,0.0936,2.6505
1995-01-08 06:00:00,0.206,0.0925,2.6193
1995-01-08 11:00:00,0.204,0.0903,2.557
1995-01-08 17:00:00,0.202,0.0881,2.4947
1995-01-09,0.201,0.0871,2.4664
1995-01-09 05:00:00,0.199,0.085,2.4069
1995-01-09 12:00:00,0.196,0.0819,2.3191
1995-01-09 18:00:00,0.195,0.0809,2.2908
1995-01-10,0.193,0.0788,2.2314
1995-01-10 05:00:00,0.192,0.0778,2.203
1995-01-10 11:00:00,0.192,0.0778,2.203
1995-01-10 18:00:00,0.192,0.0778,2.203
1995-01-11,0.192,0.0778,2.203
1995-01-11 06:00:00,0.192,0.0778,2.203
1995-01-11 12:00:00,0.192,0.0778,2.203
1995-01-11 18:00:00,0.193,0.0788,2.2314
1995-01-12,0.193,0.0788,2.2314
1995-01-12 06:00:00,0.192,0.0778,2.203
1995-01-12 12:00:00,0.192,0.0778,2.203
1995-01-12 18:00:00,0.193,0.0788,2.2314
1995-01-13,0.193,0.0788,2.2314
1995-01-13 02:00:00,0.191,0.0769,2.1776
1995-01-13 03:00:00,0.213,0.1004,2.843
1995-01-13 04:00:00,0.251,0.15,4.2475
1995-01-13 05:00:00,0.278,0.1927,5.4566
1995-01-13 07:00:00,0.303,0.2379,6.7366
1995-01-13 09:00:00,0.32,0.272,7.7022
1995-01-13 10:00:00,0.331,0.2954,8.3648
1995-01-13 11:00:00,0.357,0.3555,10.0666
1995-01-13 13:00:00,0.376,0.4037,11.4315
1995-01-13 15:00:00,0.393,0.4499,12.7397
1995-01-13 16:00:00,0.406,0.4872,13.7959
1995-01-13 18:00:00,0.416,0.5171,14.6426
1995-01-13 19:00:00,0.427,0.5512,15.6082
1995-01-13 21:00:00,0.4525,1.2711,35.9935
1995-01-13 23:00:00,0.514,0.8681,24.5818
1995-01-14,0.526,0.9185,26.009
1995-01-14 01:00:00,0.57,1.1183,31.6667
1995-01-14 03:00:00,0.59,1.2168,34.4559
1995-01-14 04:00:00,0.604,1.2887,36.4919
1995-01-14 06:00:00,0.614,1.3416,37.9898
1995-01-14 07:00:00,0.622,1.3848,39.2131
1995-01-14 09:00:00,0.631,1.4344,40.6176
1995-01-14 10:00:00,0.642,1.4964,42.3733
1995-01-14 12:00:00,0.656,1.5776,44.6726
1995-01-14 13:00:00,0.67,1.6613,47.0427
1995-01-14 15:00:00,0.684,1.7477,49.4893
1995-01-14 16:00:00,0.701,1.856,52.556
1995-01-14 18:00:00,0.717,1.9614,55.5406
1995-01-14 19:00:00,0.737,2.0981,59.4115
1995-01-14 21:00:00,0.757,2.2403,63.4381
1995-01-14 22:00:00,0.777,2.3881,67.6234
1995-01-15,0.798,2.5492,72.1852
1995-01-15 01:00:00,0.821,2.7329,77.387
1995-01-15 03:00:00,0.834,2.8401,80.4225
1995-01-15 04:00:00,0.842,2.9073,82.3254
1995-01-15 06:00:00,0.8525,5.9943,169.7394
1995-01-15 08:00:00,0.892,3.3485,94.8188
1995-01-15 09:00:00,0.927,3.6794,104.1888
1995-01-15 10:00:00,0.967,4.0805,115.5467
1995-01-15 12:00:00,0.999,4.4192,125.1376
1995-01-15 13:00:00,1.024,4.6949,132.9445
1995-01-15 14:00:00,1.033,4.7966,135.8244
1995-01-15 15:00:00,1.036,4.8308,136.7928
1995-01-15 18:00:00,1.0345,9.6274,272.6172
1995-01-15 20:00:00,1.049,4.9806,141.0347
1995-01-15 22:00:00,1.084,5.3975,152.8399
1995-01-16,1.1,5.5947,158.424
1995-01-16 01:00:00,1.121,5.8599,165.9336
1995-01-16 02:00:00,1.1215,11.7326,332.2297
1995-01-16 03:00:00,1.113,5.758,163.0481
1995-01-16 04:00:00,1.092,5.4955,155.615
1995-01-16 06:00:00,1.069,5.2164,147.7118
1995-01-16 07:00:00,1.04,4.8766,138.0897
1995-01-16 09:00:00,1.001,4.4409,125.7521
1995-01-16 10:00:00,0.975,4.1637,117.9027
1995-01-16 12:00:00,0.952,3.9272,111.2057
1995-01-16 13:00:00,0.944,3.8469,108.9319
1995-01-16 15:00:00,0.950666666666667,11.7416,332.4845
1995-01-16 16:00:00,1.07033333333333,15.7904,447.1336
1995-01-16 17:00:00,1.30366666666667,25.5538,723.6019
1995-01-16 18:00:00,1.443,10.8754,307.9565
1995-01-16 19:00:00,1.498,11.9188,337.5023
1995-01-16 20:00:00,1.539,12.7336,360.5748
1995-01-16 21:00:00,1.554,39.1195,1107.739
1995-01-16 22:00:00,1.529,12.5319,354.8633
1995-01-16 23:00:00,1.449,10.9865,311.1025
1995-01-17,1.404,10.1696,287.9705
1995-01-17 01:00:00,1.299,8.4068,238.0537
1995-01-17 03:00:00,1.199,6.9093,195.6493
1995-01-17 04:00:00,1.138,6.0799,172.1633
1995-01-17 06:00:00,1.079,5.3367,151.1183
1995-01-17 07:00:00,1.027,4.7287,133.9017
1995-01-17 08:00:00,1,4.43,125.4434
1995-01-17 09:00:00,0.974,4.1532,117.6053
1995-01-17 10:00:00,0.932,3.7282,105.5707
1995-01-17 12:00:00,0.897,3.3946,96.1242
1995-01-17 13:00:00,0.867,3.1233,88.4419
1995-01-17 14:00:00,0.8555,6.0463,171.2119
1995-01-17 17:00:00,0.798,2.5492,72.1852
1995-01-17 21:00:00,0.749,2.1828,61.8099
1995-01-18,0.708,1.9017,53.8501
1995-01-18 02:00:00,0.671,1.6674,47.2154
1995-01-18 05:00:00,0.639,1.4794,41.8919
1995-01-18 08:00:00,0.613,1.3363,37.8397
1995-01-18 11:00:00,0.589,1.2118,34.3143
1995-01-18 15:00:00,0.57,1.1183,31.6667
1995-01-18 18:00:00,0.551,1.0292,29.1437
1995-01-18 21:00:00,0.533,0.9488,26.867
1995-01-19,0.518,0.8847,25.0519
1995-01-19 02:00:00,0.502,0.8193,23.2
1995-01-19 05:00:00,0.489,0.7683,21.7558
1995-01-19 08:00:00,0.477,0.7229,20.4702
1995-01-19 12:00:00,0.468,0.69,19.5386
1995-01-19 14:00:00,0.46,0.6615,18.7316
1995-01-19 18:00:00,0.451,0.6302,17.8452
1995-01-19 21:00:00,0.443,0.6032,17.0807
1995-01-20,0.437,0.5834,16.52
1995-01-20 03:00:00,0.431,0.5639,15.9678
1995-01-20 06:00:00,0.427,0.5512,15.6082
1995-01-20 08:00:00,0.423,0.5387,15.2543
1995-01-20 12:00:00,0.422,0.5355,15.1636
1995-01-20 15:00:00,0.423,0.5387,15.2543
1995-01-20 16:00:00,0.427,0.5512,15.6082
1995-01-20 17:00:00,0.5035,1.6744,47.4136
1995-01-20 18:00:00,0.724,6.1058,172.8967
1995-01-20 19:00:00,0.949,7.8324,221.7885
1995-01-20 20:00:00,1.127,11.8869,336.5989
1995-01-20 21:00:00,1.223,14.5157,411.0382
1995-01-20 22:00:00,1.273,8.0007,226.5542
1995-01-20 23:00:00,1.29,16.5299,468.0739
1995-01-21,1.2745,16.0489,454.4535
1995-01-21 01:00:00,1.225,7.282,206.2029
1995-01-21 02:00:00,1.164,12.8582,364.1031
1995-01-21 03:00:00,1.098,5.5698,157.7189
1995-01-21 04:00:00,1.058,5.0859,144.0164
1995-01-21 05:00:00,1.0125,9.137,258.7306
1995-01-21 07:00:00,0.945,3.8569,109.2151
1995-01-21 08:00:00,0.895,3.3761,95.6003
1995-01-21 10:00:00,0.854,3.0098,85.2279
1995-01-21 11:00:00,0.817,2.7004,76.4667
1995-01-21 13:00:00,0.784,2.4411,69.1241
1995-01-21 14:00:00,0.759,2.2548,63.8487
1995-01-21 16:00:00,0.731,2.0565,58.2335
1995-01-21 18:00:00,0.704,1.8755,53.1082
1995-01-21 19:00:00,0.687,1.7665,50.0216
1995-01-21 21:00:00,0.669,1.6553,46.8728
1995-01-21 22:00:00,0.649,1.5367,43.5144
1995-01-22,0.633,1.4456,40.9348
1995-01-22 03:00:00,0.602,1.2783,36.1974
1995-01-22 05:00:00,0.577,1.1522,32.6266
1995-01-22 08:00:00,0.554,1.0429,29.5316
1995-01-22 11:00:00,0.535,0.9575,27.1133
1995-01-22 14:00:00,0.52,0.8931,25.2897
1995-01-22 18:00:00,0.504,0.8273,23.4265
1995-01-22 21:00:00,0.49,0.7721,21.8634
1995-01-23,0.478,0.7266,20.575
1995-01-23 06:00:00,0.454,0.6405,18.1369
1995-01-23 12:00:00,0.437,0.5834,16.52
1995-01-23 18:00:00,0.418,0.5232,14.8153
1995-01-24,0.402,0.4755,13.4646
1995-01-24 02:00:00,0.391,0.4443,12.5812
1995-01-24 05:00:00,0.385,0.4278,12.1139
1995-01-24 08:00:00,0.381,0.417,11.8081
1995-01-24 10:00:00,0.381,0.417,11.8081
1995-01-24 12:00:00,0.383,0.4223,11.9582
1995-01-24 14:00:00,0.38,0.4143,11.7317
1995-01-24 16:00:00,0.375,0.4011,11.3579
1995-01-24 19:00:00,0.364,0.3729,10.5593
1995-01-24 22:00:00,0.36,0.3629,10.2762
1995-01-25,0.357,0.3555,10.0666
1995-01-25 06:00:00,0.348,0.334,9.4578
1995-01-25 11:00:00,0.345,0.327,9.2596
1995-01-25 17:00:00,0.334,0.302,8.5517
1995-01-26,0.324,0.2804,7.94
1995-01-26 06:00:00,0.311,0.2536,7.1811
1995-01-26 12:00:00,0.301,0.2341,6.629
1995-01-26 14:00:00,0.301,0.2341,6.629
1995-01-26 17:00:00,0.298,0.2284,6.4676
1995-01-26 20:00:00,0.288,0.2101,5.9494
1995-01-26 22:00:00,0.288666666666667,0.6341,17.9556
1995-01-27,0.293,0.2192,6.207
1995-01-27 02:00:00,0.284,0.203,5.7483
1995-01-27 06:00:00,0.278,0.1927,5.4566
1995-01-27 07:00:00,0.2745,0.3738,10.5848
1995-01-27 08:00:00,0.279,0.1944,5.5048
1995-01-27 10:00:00,0.274,0.186,5.2669
1995-01-27 11:00:00,0.274,0.186,5.2669
1995-01-27 15:00:00,0.269,0.1778,5.0347
1995-01-27 18:00:00,0.268,0.1762,4.9894
1995-01-27 19:00:00,0.263,0.1682,4.7629
1995-01-27 22:00:00,0.26,0.1636,4.6326
1995-01-28,0.258,0.1605,4.5448
1995-01-28 05:00:00,0.251,0.15,4.2475
1995-01-28 11:00:00,0.245,0.1414,4.004
1995-01-28 17:00:00,0.239,0.1331,3.769
1995-01-29,0.234,0.1264,3.5792
1995-01-29 06:00:00,0.229,0.1199,3.3952
1995-01-29 12:00:00,0.229,0.1199,3.3952
1995-01-29 18:00:00,0.228,0.1186,3.3584
1995-01-30,0.227,0.1173,3.3216
1995-01-30 03:00:00,0.227,0.1173,3.3216
1995-01-30 06:00:00,0.226,0.116,3.2847
1995-01-30 09:00:00,0.227,0.1173,3.3216
1995-01-30 11:00:00,0.224,0.1135,3.214
1995-01-30 17:00:00,0.224,0.1135,3.214
1995-01-31,0.224,0.1135,3.214
1995-01-31 05:00:00,0.225,0.1148,3.2508
1995-01-31 11:00:00,0.222,0.1111,3.146
1995-01-31 17:00:00,0.216,0.1039,2.9421
1995-02-01,0.21,0.0969,2.7439
1995-02-01 06:00:00,0.205,0.0914,2.5882
1995-02-01 12:00:00,0.2,0.086,2.4352
1995-02-01 18:00:00,0.2,0.086,2.4352
1995-02-02,0.196,0.0819,2.3191
1995-02-02 06:00:00,0.191,0.0769,2.1776
1995-02-02 12:00:00,0.188,0.0739,2.0926
1995-02-02 18:00:00,0.189,0.0749,2.1209
1995-02-03,0.189,0.0749,2.1209
1995-02-03 06:00:00,0.188,0.0739,2.0926
1995-02-03 11:00:00,0.189,0.0749,2.1209
1995-02-03 17:00:00,0.189,0.0749,2.1209
1995-02-04,0.189,0.0749,2.1209
1995-02-04 05:00:00,0.189,0.0749,2.1209
1995-02-04 11:00:00,0.189,0.0749,2.1209
1995-02-04 17:00:00,0.189,0.0749,2.1209
1995-02-05,0.19,0.0759,2.1492
1995-02-05 05:00:00,0.189,0.0749,2.1209
1995-02-05 11:00:00,0.19,0.0759,2.1492
1995-02-05 17:00:00,0.191,0.0769,2.1776
1995-02-06,0.191,0.0769,2.1776
1995-02-06 06:00:00,0.19,0.0759,2.1492
1995-02-06 12:00:00,0.191,0.0769,2.1776
1995-02-06 18:00:00,0.191,0.0769,2.1776
1995-02-07,0.192,0.0778,2.203
1995-02-07 06:00:00,0.19,0.0759,2.1492
1995-02-07 12:00:00,0.19,0.0759,2.1492
1995-02-07 18:00:00,0.19,0.0759,2.1492
1995-02-08,0.191,0.0769,2.1776
1995-02-08 05:00:00,0.19,0.0759,2.1492
1995-02-08 11:00:00,0.191,0.0769,2.1776
1995-02-08 17:00:00,0.191,0.0769,2.1776
1995-02-09,0.191,0.0769,2.1776
1995-02-09 06:00:00,0.191,0.0769,2.1776
1995-02-09 12:00:00,0.191,0.0769,2.1776
1995-02-09 18:00:00,0.191,0.0769,2.1776
1995-02-10,0.191,0.0769,2.1776
1995-02-10 06:00:00,0.19,0.0759,2.1492
1995-02-10 11:00:00,0.19,0.0759,2.1492
1995-02-10 17:00:00,0.19,0.0759,2.1492
1995-02-11,0.191,0.0769,2.1776
1995-02-11 05:00:00,0.19,0.0759,2.1492
1995-02-11 11:00:00,0.19,0.0759,2.1492
1995-02-11 18:00:00,0.191,0.0769,2.1776
1995-02-12,0.192,0.0778,2.203
1995-02-12 05:00:00,0.191,0.0769,2.1776
1995-02-12 11:00:00,0.19,0.0759,2.1492
1995-02-12 18:00:00,0.19,0.0759,2.1492
1995-02-13,0.191,0.0769,2.1776
1995-02-13 05:00:00,0.192,0.0778,2.203
1995-02-13 11:00:00,0.192,0.0778,2.203
1995-02-13 13:00:00,0.193,0.0788,2.2314
1995-02-13 17:00:00,0.195,0.0809,2.2908
1995-02-14,0.195,0.0809,2.2908
1995-02-14 05:00:00,0.195,0.0809,2.2908
1995-02-14 11:00:00,0.195,0.0809,2.2908
1995-02-14 17:00:00,0.195,0.0809,2.2908
1995-02-15,0.191,0.0769,2.1776
1995-02-15 05:00:00,0.186,0.072,2.0388
1995-02-15 11:00:00,0.184,0.0701,1.985
1995-02-15 17:00:00,0.181,0.0674,1.9086
1995-02-16,0.176,0.0629,1.7811
1995-02-16 06:00:00,0.172,0.0595,1.6848
1995-02-16 11:00:00,0.171,0.0586,1.6594
1995-02-16 17:00:00,0.167,0.0553,1.5659
1995-02-17,0.164,0.0529,1.498
1995-02-17 05:00:00,0.159,0.049,1.3875
1995-02-17 11:00:00,0.156,0.0468,1.3252
1995-02-17 17:00:00,0.149,0.0418,1.1836
1995-02-18,0.147,0.0405,1.1468
1995-02-18 05:00:00,0.148,0.0412,1.1667
1995-02-18 11:00:00,0.148,0.0412,1.1667
1995-02-18 17:00:00,0.148,0.0412,1.1667
1995-02-19,0.149,0.0418,1.1836
1995-02-19 05:00:00,0.149,0.0418,1.1836
1995-02-19 11:00:00,0.151,0.0432,1.2233
1995-02-19 18:00:00,0.151,0.0432,1.2233
1995-02-20,0.151,0.0432,1.2233
1995-02-20 06:00:00,0.151,0.0432,1.2233
1995-02-20 11:00:00,0.151,0.0432,1.2233
1995-02-20 18:00:00,0.151,0.0432,1.2233
1995-02-21,0.152,0.0439,1.2431
1995-02-21 05:00:00,0.15,0.0425,1.2035
1995-02-21 11:00:00,0.15,0.0425,1.2035
1995-02-21 18:00:00,0.151,0.0432,1.2233
1995-02-22,0.151,0.0432,1.2233
1995-02-22 05:00:00,0.151,0.0432,1.2233
1995-02-22 11:00:00,0.15,0.0425,1.2035
1995-02-22 17:00:00,0.15,0.0425,1.2035
1995-02-23,0.151,0.0432,1.2233
1995-02-23 05:00:00,0.148,0.0412,1.1667
1995-02-23 11:00:00,0.147,0.0405,1.1468
1995-02-23 17:00:00,0.146,0.0398,1.127
1995-02-24,0.147,0.0405,1.1468
1995-02-24 05:00:00,0.148,0.0412,1.1667
1995-02-24 11:00:00,0.148,0.0412,1.1667
1995-02-24 17:00:00,0.149,0.0418,1.1836
1995-02-25,0.149,0.0418,1.1836
1995-02-25 05:00:00,0.149,0.0418,1.1836
1995-02-25 11:00:00,0.148,0.0412,1.1667
1995-02-25 18:00:00,0.147,0.0405,1.1468
1995-02-26,0.147,0.0405,1.1468
1995-02-26 05:00:00,0.146,0.0398,1.127
1995-02-26 11:00:00,0.146,0.0398,1.127
1995-02-26 17:00:00,0.146,0.0398,1.127
1995-02-27,0.147,0.0405,1.1468
1995-02-27 06:00:00,0.146,0.0398,1.127
1995-02-27 09:00:00,0.145,0.0391,1.1072
1995-02-27 13:00:00,0.144,0.0385,1.0902
1995-02-27 19:00:00,0.144,0.0385,1.0902
1995-02-28,0.144,0.0385,1.0902
1995-02-28 07:00:00,0.145,0.0391,1.1072
1995-02-28 13:00:00,0.145,0.0391,1.1072
1995-02-28 19:00:00,0.145,0.0391,1.1072
1995-03-01,0.146,0.0398,1.127
1995-03-01 05:00:00,0.143,0.0378,1.0704
1995-03-01 11:00:00,0.142,0.0372,1.0534
1995-03-01 17:00:00,0.135,0.0329,0.9316
1995-03-02,0.134,0.0323,0.9146
1995-03-02 05:00:00,0.135,0.0329,0.9316
1995-03-02 11:00:00,0.135,0.0329,0.9316
1995-03-02 18:00:00,0.135,0.0329,0.9316
1995-03-03,0.135,0.0329,0.9316
1995-03-03 06:00:00,0.135,0.0329,0.9316
1995-03-03 11:00:00,0.134,0.0323,0.9146
1995-03-03 17:00:00,0.134,0.0323,0.9146
1995-03-04,0.134,0.0323,0.9146
1995-03-04 06:00:00,0.132,0.0311,0.8807
1995-03-04 12:00:00,0.132,0.0311,0.8807
1995-03-04 18:00:00,0.132,0.0311,0.8807
1995-03-05,0.132,0.0311,0.8807
1995-03-05 05:00:00,0.132,0.0311,0.8807
1995-03-05 11:00:00,0.133,0.0317,0.8976
1995-03-05 17:00:00,0.133,0.0317,0.8976
1995-03-06,0.133,0.0317,0.8976
1995-03-06 05:00:00,0.132,0.0311,0.8807
1995-03-06 11:00:00,0.132,0.0311,0.8807
1995-03-06 18:00:00,0.132,0.0311,0.8807
1995-03-07,0.133,0.0317,0.8976
1995-03-07 06:00:00,0.137,0.0341,0.9656
1995-03-07 11:00:00,0.136,0.0335,0.9486
1995-03-07 17:00:00,0.137,0.0341,0.9656
1995-03-08,0.138,0.0347,0.9826
1995-03-08 03:00:00,0.135,0.0329,0.9316
1995-03-08 05:00:00,0.1365,0.0676,1.9142
1995-03-08 07:00:00,0.147,0.0405,1.1468
1995-03-08 08:00:00,0.164,0.0529,1.498
1995-03-08 10:00:00,0.183,0.0692,1.9595
1995-03-08 11:00:00,0.217,0.105,2.9733
1995-03-08 13:00:00,0.254,0.1545,4.3749
1995-03-08 14:00:00,0.28,0.1961,5.5529
1995-03-08 16:00:00,0.309,0.2496,7.0679
1995-03-08 17:00:00,0.342,0.9621,27.2436
1995-03-08 19:00:00,0.452,0.6336,17.9415
1995-03-08 20:00:00,0.509,0.8475,23.9985
1995-03-08 21:00:00,0.554,2.0874,59.1085
1995-03-08 23:00:00,0.6215,5.5583,157.3933
1995-03-09,0.67,1.6613,47.0427
1995-03-09 01:00:00,0.6955,3.6411,103.1043
1995-03-09 02:00:00,0.731,2.0565,58.2335
1995-03-09 03:00:00,0.734,2.0773,58.8225
1995-03-09 07:00:00,0.739,2.1121,59.8079
1995-03-09 08:00:00,0.754,2.2186,62.8237
1995-03-09 09:00:00,0.755,2.2258,63.0275
1995-03-09 12:00:00,0.747,2.1685,61.405
1995-03-09 13:00:00,0.731,2.0565,58.2335
1995-03-09 15:00:00,0.717,1.9614,55.5406
1995-03-09 16:00:00,0.7,1.8495,52.3719
1995-03-09 17:00:00,0.681,1.7289,48.9569
1995-03-09 19:00:00,0.663,1.6192,45.8506
1995-03-09 20:00:00,0.643,1.5021,42.5347
1995-03-09 22:00:00,0.631,1.4344,40.6176
1995-03-10,0.619,1.3685,38.7515
1995-03-10 02:00:00,0.592,1.2269,34.7419
1995-03-10 05:00:00,0.566,1.0991,31.123
1995-03-10 08:00:00,0.535,0.9575,27.1133
1995-03-10 11:00:00,0.511,0.8557,24.2307
1995-03-10 14:00:00,0.481,0.7379,20.895
1995-03-10 18:00:00,0.462,0.6685,18.9298
1995-03-10 21:00:00,0.439,0.5899,16.7041
1995-03-11,0.422,0.5355,15.1636
1995-03-11 03:00:00,0.405,0.4842,13.711
1995-03-11 05:00:00,0.389,0.4387,12.4226
1995-03-11 08:00:00,0.374,0.3984,11.2814
1995-03-11 11:00:00,0.362,0.3679,10.4178
1995-03-11 14:00:00,0.35,0.3387,9.5909
1995-03-11 17:00:00,0.341,0.3178,8.9991
1995-03-11 20:00:00,0.332,0.2976,8.4271
1995-03-12,0.325,0.2825,7.9995
1995-03-12 02:00:00,0.32,0.272,7.7022
1995-03-12 05:00:00,0.313,0.2576,7.2944
1995-03-12 08:00:00,0.304,0.2399,6.7932
1995-03-12 12:00:00,0.303,0.2379,6.7366
1995-03-12 15:00:00,0.298,0.2284,6.4676
1995-03-12 18:00:00,0.294,0.221,6.258
1995-03-12 21:00:00,0.291,0.2155,6.1023
1995-03-13,0.287,0.2083,5.8984
1995-03-13 05:00:00,0.279,0.1944,5.5048
1995-03-13 11:00:00,0.275,0.1876,5.3122
1995-03-13 13:00:00,0.276,0.1893,5.3604
1995-03-13 14:00:00,0.282,0.3991,11.3012
1995-03-13 17:00:00,0.31,0.2516,7.1245
1995-03-13 19:00:00,0.319,0.2699,7.6427
1995-03-13 20:00:00,0.323,0.2783,7.8806
1995-03-13 22:00:00,0.326,0.2846,8.059
1995-03-14,0.327,0.2868,8.1213
1995-03-14 03:00:00,0.334,0.302,8.5517
1995-03-14 06:00:00,0.345,0.327,9.2596
1995-03-14 09:00:00,0.352,0.3435,9.7268
1995-03-14 11:00:00,0.36,0.3629,10.2762
1995-03-14 13:00:00,0.372,0.3932,11.1342
1995-03-14 14:00:00,0.387,0.4332,12.2668
1995-03-14 16:00:00,0.401,0.4726,13.3825
1995-03-14 17:00:00,0.414,0.511,14.4699
1995-03-14 19:00:00,0.424,0.5418,15.342
1995-03-14 20:00:00,0.432,0.5672,16.0613
1995-03-15,0.451,0.6302,17.8452
1995-03-15 03:00:00,0.471,0.7009,19.8472
1995-03-15 06:00:00,0.493,0.7838,22.1947
1995-03-15 09:00:00,0.519,0.8889,25.1708
1995-03-15 10:00:00,0.532,0.9444,26.7424
1995-03-15 12:00:00,0.554,1.0429,29.5316
1995-03-15 13:00:00,0.575,1.1424,32.3491
1995-03-15 14:00:00,0.602,1.2783,36.1974
1995-03-15 16:00:00,0.628,1.4178,40.1476
1995-03-15 18:00:00,0.655,1.5717,44.5055
1995-03-15 19:00:00,0.676,1.698,48.0819
1995-03-15 21:00:00,0.694,1.8109,51.2789
1995-03-15 22:00:00,0.705,1.882,53.2922
1995-03-16,0.714,1.9414,54.9742
1995-03-16 03:00:00,0.714,1.9414,54.9742
1995-03-16 04:00:00,0.711,1.9215,54.4107
1995-03-16 06:00:00,0.703,1.8689,52.9213
1995-03-16 09:00:00,0.681,1.7289,48.9569
1995-03-16 12:00:00,0.659,1.5953,45.1738
1995-03-16 14:00:00,0.64,1.485,42.0504
1995-03-16 16:00:00,0.63,1.4289,40.4619
1995-03-16 17:00:00,0.63,1.4289,40.4619
1995-03-16 18:00:00,0.656,1.5776,44.6726
1995-03-16 19:00:00,0.677,1.7042,48.2575
1995-03-16 21:00:00,0.694,1.8109,51.2789
1995-03-16 22:00:00,0.703,1.8689,52.9213
1995-03-17,0.704,1.8755,53.1082
1995-03-17 01:00:00,0.7,1.8495,52.3719
1995-03-17 02:00:00,0.694,1.8109,51.2789
1995-03-17 05:00:00,0.677,1.7042,48.2575
1995-03-17 08:00:00,0.657,1.5835,44.8397
1995-03-17 11:00:00,0.64,1.485,42.0504
1995-03-17 14:00:00,0.629,1.4233,40.3033
1995-03-17 18:00:00,0.62,1.3739,38.9045
1995-03-17 21:00:00,0.61,1.3203,37.3867
1995-03-18,0.596,1.2473,35.3195
1995-03-18 02:00:00,0.578,1.1571,32.7654
1995-03-18 05:00:00,0.563,1.0849,30.7209
1995-03-18 09:00:00,0.547,1.011,28.6283
1995-03-18 12:00:00,0.531,0.9401,26.6206
1995-03-18 15:00:00,0.518,0.8847,25.0519
1995-03-18 18:00:00,0.505,0.8313,23.5398
1995-03-18 21:00:00,0.489,0.7683,21.7558
1995-03-19,0.477,0.7229,20.4702
1995-03-19 05:00:00,0.454,0.6405,18.1369
1995-03-19 11:00:00,0.434,0.5736,16.2425
1995-03-19 18:00:00,0.422,0.5355,15.1636
1995-03-20,0.41,0.499,14.1301
1995-03-20 05:00:00,0.397,0.4611,13.0569
1995-03-20 11:00:00,0.387,0.4332,12.2668
1995-03-20 17:00:00,0.381,0.417,11.8081
1995-03-21,0.38,0.4143,11.7317
1995-03-21 03:00:00,0.379,0.4116,11.6552
1995-03-21 05:00:00,0.377,0.4063,11.5051
1995-03-21 09:00:00,0.379,0.4116,11.6552
1995-03-21 10:00:00,0.383,0.4223,11.9582
1995-03-21 11:00:00,0.392,0.4471,12.6604
1995-03-21 16:00:00,0.453,1.9164,54.2663
1995-03-21 17:00:00,0.628333333333333,4.3319,122.6655
1995-03-21 18:00:00,0.835,5.7147,161.8221
1995-03-21 19:00:00,0.95,3.9071,110.6366
1995-03-21 20:00:00,0.998,4.4083,124.8289
1995-03-21 21:00:00,1.09266666666667,16.5201,467.7965
1995-03-21 23:00:00,1.132,6.0017,169.9489
1995-03-22,1.1555,12.624,357.4713
1995-03-22 01:00:00,1.165,6.4393,182.3404
1995-03-22 02:00:00,1.144,6.1587,174.3947
1995-03-22 03:00:00,1.099,5.5822,158.07
1995-03-22 04:00:00,1.053,5.0273,142.357
1995-03-22 05:00:00,1.0145,9.1804,259.9596
1995-03-22 06:00:00,0.959,3.9983,113.2191
1995-03-22 07:00:00,0.92,3.6118,102.2746
1995-03-22 09:00:00,0.887,3.3027,93.5219
1995-03-22 10:00:00,0.847,2.9498,83.5289
1995-03-22 12:00:00,0.815,2.6843,76.0108
1995-03-22 13:00:00,0.787,2.464,69.7726
1995-03-22 15:00:00,0.761,2.2694,64.2621
1995-03-22 18:00:00,0.711,1.9215,54.4107
1995-03-22 20:00:00,0.668,1.6492,46.7001
1995-03-23,0.632,1.44,40.7762
1995-03-23 02:00:00,0.604,1.2887,36.4919
1995-03-23 05:00:00,0.577,1.1522,32.6266
1995-03-23 08:00:00,0.554,1.0429,29.5316
