"hour","Gage_ft","Discharge_cfs","Discharge_ls"
2000-04-13 07:00:00,0.403,0.4784,13.5468
2000-04-13 11:00:00,0.398,0.464,13.139
2000-04-13 15:00:00,0.395,0.4555,12.8983
2000-04-13 19:00:00,0.391,0.4443,12.5812
2000-04-14,0.386,0.4305,12.1904
2000-04-14 03:00:00,0.377,0.4063,11.5051
2000-04-14 07:00:00,0.375,0.4011,11.3579
2000-04-14 11:00:00,0.376,0.4037,11.4315
2000-04-14 14:00:00,0.381,0.417,11.8081
2000-04-14 18:00:00,0.39,0.4415,12.5019
2000-04-14 21:00:00,0.397,0.4611,13.0569
2000-04-15,0.398,0.464,13.139
2000-04-15 02:00:00,0.396,0.4583,12.9776
2000-04-15 05:00:00,0.399,0.4669,13.2211
2000-04-15 07:00:00,0.407,0.4901,13.8781
2000-04-15 09:00:00,0.4335,1.1456,32.4398
2000-04-15 10:00:00,0.475,0.7155,20.2607
2000-04-15 11:00:00,0.515,0.8722,24.6979
2000-04-15 12:00:00,0.558,1.0615,30.0583
2000-04-15 13:00:00,0.6305,2.8722,81.3316
2000-04-15 14:00:00,0.708,1.9017,53.8501
2000-04-15 15:00:00,0.7755,4.7606,134.805
2000-04-15 16:00:00,0.847,2.9498,83.5289
2000-04-15 17:00:00,0.908,7.0004,198.2289
2000-04-15 18:00:00,0.964,4.0496,114.6717
2000-04-15 19:00:00,0.984,4.2584,120.5843
2000-04-15 20:00:00,1.0045,8.9583,253.6704
2000-04-15 22:00:00,1.0195,9.2891,263.0376
2000-04-16,1.0185,9.2668,262.4061
2000-04-16 02:00:00,1.008,4.5173,127.9155
2000-04-16 03:00:00,0.998,4.4083,124.8289
2000-04-16 04:00:00,0.989,4.3116,122.0907
2000-04-16 06:00:00,0.973,4.1428,117.3108
2000-04-16 07:00:00,0.967,4.0805,115.5467
2000-04-16 09:00:00,0.969,8.2026,232.2713
2000-04-16 10:00:00,0.993,8.7097,246.6308
2000-04-16 11:00:00,1.019,4.639,131.3616
2000-04-16 12:00:00,1.051,5.0039,141.6944
2000-04-16 13:00:00,1.085,5.4097,153.1854
2000-04-16 14:00:00,1.102,5.6196,159.1291
2000-04-16 15:00:00,1.105,11.3144,320.3876
2000-04-16 16:00:00,1.083,5.3853,152.4945
2000-04-16 17:00:00,1.056,5.0624,143.351
2000-04-16 18:00:00,1.029,4.7513,134.5416
2000-04-16 19:00:00,0.999,4.4192,125.1376
2000-04-16 20:00:00,0.972,4.1324,117.0163
2000-04-16 22:00:00,0.922,3.631,102.8183
2000-04-16 23:00:00,0.895,3.3761,95.6003
2000-04-17,0.877,3.2123,90.9621
2000-04-17 01:00:00,0.838,2.8736,81.3712
2000-04-17 03:00:00,0.79,2.4871,70.4267
2000-04-17 05:00:00,0.756,2.2331,63.2342
2000-04-17 07:00:00,0.721,1.9883,56.3023
2000-04-17 09:00:00,0.695,1.8173,51.4601
2000-04-17 11:00:00,0.672,1.6735,47.3882
2000-04-17 13:00:00,0.65,1.5425,43.6787
2000-04-17 16:00:00,0.631,1.4344,40.6176
2000-04-17 18:00:00,0.616,1.3523,38.2928
2000-04-17 21:00:00,0.599,1.2628,35.7585
2000-04-18,0.583,1.1818,33.4648
2000-04-18 03:00:00,0.567,1.1039,31.2589
2000-04-18 06:00:00,0.548,1.0155,28.7557
2000-04-18 10:00:00,0.53,0.9357,26.496
2000-04-18 13:00:00,0.517,0.8805,24.9329
2000-04-18 17:00:00,0.504,0.8273,23.4265
2000-04-18 21:00:00,0.492,0.7799,22.0843
2000-04-19,0.484,0.7492,21.2149
2000-04-19 04:00:00,0.473,0.7082,20.054
2000-04-19 09:00:00,0.46,0.6615,18.7316
2000-04-19 13:00:00,0.451,0.6302,17.8452
2000-04-19 18:00:00,0.448,0.62,17.5564
2000-04-19 21:00:00,0.448,0.62,17.5564
2000-04-20,0.447,0.6166,17.4601
2000-04-20 02:00:00,0.448,0.62,17.5564
2000-04-20 05:00:00,0.446,0.6132,17.3639
2000-04-20 07:00:00,0.446,0.6132,17.3639
2000-04-20 09:00:00,0.445,0.6099,17.2704
2000-04-20 10:00:00,0.451,0.6302,17.8452
2000-04-20 11:00:00,0.468,0.69,19.5386
2000-04-20 12:00:00,0.492,0.7799,22.0843
2000-04-20 14:00:00,0.519,0.8889,25.1708
2000-04-20 15:00:00,0.546,1.0064,28.498
2000-04-20 16:00:00,0.571,1.1231,31.8026
2000-04-20 17:00:00,0.589,1.2118,34.3143
2000-04-20 18:00:00,0.599,1.2628,35.7585
2000-04-20 19:00:00,0.607,1.3045,36.9393
2000-04-20 21:00:00,0.613,1.3363,37.8397
2000-04-20 22:00:00,0.614,1.3416,37.9898
2000-04-21,0.615,1.347,38.1427
2000-04-21 01:00:00,0.618,1.3631,38.5986
2000-04-21 03:00:00,0.627,1.4123,39.9918
2000-04-21 04:00:00,0.644,1.5079,42.6989
2000-04-21 05:00:00,0.674,1.6857,47.7336
2000-04-21 06:00:00,0.7075,3.7985,107.5613
2000-04-21 07:00:00,0.736,2.0912,59.2161
2000-04-21 08:00:00,0.75,4.3799,124.0248
2000-04-21 09:00:00,0.755,2.2258,63.0275
2000-04-21 10:00:00,0.754,2.2186,62.8237
2000-04-21 12:00:00,0.743,2.1402,60.6036
2000-04-21 14:00:00,0.723,2.0019,56.6874
2000-04-21 16:00:00,0.701,1.856,52.556
2000-04-21 18:00:00,0.67,1.6613,47.0427
2000-04-21 21:00:00,0.645,1.5136,42.8603
2000-04-21 22:00:00,0.632,1.44,40.7762
2000-04-22,0.621,1.3794,39.0602
2000-04-22 01:00:00,0.606,1.2992,36.7892
2000-04-22 03:00:00,0.591,1.2219,34.6003
2000-04-22 05:00:00,0.581,1.1718,33.1816
2000-04-22 06:00:00,0.576,1.1473,32.4879
2000-04-22 07:00:00,0.5735,2.2703,64.2876
2000-04-22 08:00:00,0.583,1.1818,33.4648
2000-04-22 09:00:00,0.594,1.2371,35.0307
2000-04-22 10:00:00,0.625,2.8038,79.3946
2000-04-22 11:00:00,0.6815,3.4687,98.2225
2000-04-22 12:00:00,0.741,2.1261,60.2043
2000-04-22 13:00:00,0.798,5.1026,144.4893
2000-04-22 14:00:00,0.859,6.1081,172.9619
2000-04-22 15:00:00,0.8895,6.6514,188.3463
2000-04-22 16:00:00,0.896,3.3854,95.8637
2000-04-22 17:00:00,0.898,3.4039,96.3876
2000-04-22 18:00:00,0.887,3.3027,93.5219
2000-04-22 20:00:00,0.865,3.1057,87.9435
2000-04-22 21:00:00,0.839,2.882,81.609
2000-04-22 23:00:00,0.815,2.6843,76.0108
2000-04-23,0.801,2.5728,72.8535
2000-04-23 01:00:00,0.79,2.4871,70.4267
2000-04-23 02:00:00,0.784,4.8822,138.2482
2000-04-23 03:00:00,0.799,2.5571,72.4089
2000-04-23 04:00:00,0.87,9.4703,268.1686
2000-04-23 05:00:00,1.0072,22.6285,640.7667
2000-04-23 06:00:00,1.163,12.835,363.4461
2000-04-23 07:00:00,1.2215,14.4632,409.5515
2000-04-23 08:00:00,1.237,7.4579,211.1839
2000-04-23 09:00:00,1.245,7.5766,214.5451
2000-04-23 10:00:00,1.237,14.9167,422.3932
2000-04-23 11:00:00,1.209,7.0512,199.6674
2000-04-23 12:00:00,1.189,6.769,191.6764
2000-04-23 13:00:00,1.173,6.5481,185.4212
2000-04-23 14:00:00,1.167,6.4664,183.1078
2000-04-23 15:00:00,1.15,6.2381,176.643
2000-04-23 16:00:00,1.122,5.8727,166.2961
2000-04-23 18:00:00,1.101,5.6071,158.7751
2000-04-23 19:00:00,1.074,5.2763,149.4079
2000-04-23 20:00:00,1.056,5.0624,143.351
2000-04-23 21:00:00,1.04,4.8766,138.0897
2000-04-23 22:00:00,1.031,4.7739,135.1816
2000-04-23 23:00:00,1.021,4.6613,131.9931
2000-04-24,1.006,8.991,254.5964
2000-04-24 01:00:00,0.967,4.0805,115.5467
2000-04-24 03:00:00,0.918,3.5926,101.7309
2000-04-24 05:00:00,0.873,3.1765,89.9483
2000-04-24 07:00:00,0.825,2.7657,78.3158
2000-04-24 09:00:00,0.786,2.4564,69.5574
2000-04-24 11:00:00,0.756,2.2331,63.2342
2000-04-24 12:00:00,0.738,2.1051,59.6097
2000-04-24 13:00:00,0.732,2.0634,58.4289
2000-04-24 18:00:00,0.681,1.7289,48.9569
2000-04-24 21:00:00,0.646,1.5194,43.0245
2000-04-25,0.624,1.3958,39.5246
2000-04-25 02:00:00,0.604,1.2887,36.4919
2000-04-25 06:00:00,0.572,1.1279,31.9385
2000-04-25 10:00:00,0.557,1.0568,29.9252
2000-04-25 12:00:00,0.555,1.0476,29.6647
2000-04-25 15:00:00,0.571,1.1231,31.8026
2000-04-25 18:00:00,0.588,2.4135,68.3426
2000-04-25 22:00:00,0.589,1.2118,34.3143
2000-04-26,0.585,1.1917,33.7451
2000-04-26 02:00:00,0.572,1.1279,31.9385
2000-04-26 06:00:00,0.549,1.02,28.8831
2000-04-26 11:00:00,0.531,0.9401,26.6206
2000-04-26 17:00:00,0.515,0.8722,24.6979
2000-04-26 21:00:00,0.501,0.8153,23.0867
2000-04-27,0.494,0.7877,22.3051
2000-04-27 04:00:00,0.479,0.7304,20.6826
2000-04-27 09:00:00,0.469,0.6936,19.6405
2000-04-27 12:00:00,0.464,0.6756,19.1308
2000-04-27 18:00:00,0.467,0.6864,19.4367
2000-04-27 21:00:00,0.467,0.6864,19.4367
2000-04-28,0.463,0.6721,19.0317
2000-04-28 03:00:00,0.454,0.6405,18.1369
2000-04-28 08:00:00,0.444,0.6065,17.1741
2000-04-28 14:00:00,0.444,0.6065,17.1741
2000-04-28 18:00:00,0.449,0.6234,17.6527
2000-04-29,0.451,0.6302,17.8452
2000-04-29 02:00:00,0.444,0.6065,17.1741
2000-04-29 07:00:00,0.439,0.5899,16.7041
2000-04-29 09:00:00,0.438,0.5866,16.6106
2000-04-29 11:00:00,0.454,0.6405,18.1369
2000-04-29 13:00:00,0.505,0.8313,23.5398
2000-04-29 15:00:00,0.554,1.0429,29.5316
2000-04-29 16:00:00,0.592,1.2269,34.7419
2000-04-29 18:00:00,0.642,1.4964,42.3733
2000-04-29 20:00:00,0.673,1.6796,47.5609
2000-04-29 22:00:00,0.687,1.7665,50.0216
2000-04-30,0.6935,3.6154,102.3766
2000-04-30 01:00:00,0.701,1.856,52.556
2000-04-30 04:00:00,0.701,1.856,52.556
2000-04-30 06:00:00,0.692,1.7981,50.9164
2000-04-30 09:00:00,0.671,1.6674,47.2154
2000-04-30 11:00:00,0.657,1.5835,44.8397
2000-04-30 12:00:00,0.656,1.5776,44.6726
2000-04-30 15:00:00,0.664,1.6251,46.0176
2000-04-30 17:00:00,0.665,1.6312,46.1904
2000-04-30 19:00:00,0.651,1.5483,43.8429
2000-04-30 21:00:00,0.633,1.4456,40.9348
2000-05-01,0.613,1.3363,37.8397
2000-05-01 03:00:00,0.585,1.1917,33.7451
2000-05-01 08:00:00,0.549,1.02,28.8831
2000-05-01 10:00:00,0.536,0.9619,27.2379
2000-05-01 12:00:00,0.536,0.9619,27.2379
2000-05-01 13:00:00,0.548,1.0155,28.7557
2000-05-01 15:00:00,0.567,1.1039,31.2589
2000-05-01 17:00:00,0.584,1.1867,33.6035
2000-05-01 18:00:00,0.592,1.2269,34.7419
2000-05-01 20:00:00,0.596,1.2473,35.3195
2000-05-01 22:00:00,0.627,2.826,80.0233
2000-05-01 23:00:00,0.674,1.6857,47.7336
2000-05-02,0.717,3.9254,111.1548
2000-05-02 01:00:00,0.806,2.6123,73.972
2000-05-02 02:00:00,0.8875,6.6208,187.4799
2000-05-02 04:00:00,0.9345,7.5055,212.5317
2000-05-02 06:00:00,0.926,3.6697,103.9142
2000-05-02 08:00:00,0.897,3.3946,96.1242
2000-05-02 09:00:00,0.871,3.1587,89.4443
2000-05-02 10:00:00,0.859,3.0532,86.4569
2000-05-02 12:00:00,0.857,3.0358,85.9641
2000-05-02 13:00:00,0.866,3.1145,88.1927
2000-05-02 14:00:00,0.868,3.1321,88.691
2000-05-02 16:00:00,0.861,3.0706,86.9496
2000-05-02 17:00:00,0.841,2.8989,82.0876
2000-05-02 19:00:00,0.82,2.7248,77.1576
2000-05-02 20:00:00,0.79,2.4871,70.4267
2000-05-02 22:00:00,0.761,2.2694,64.2621
2000-05-03,0.741,2.1261,60.2043
2000-05-03 02:00:00,0.697,1.8301,51.8226
2000-05-03 05:00:00,0.667,1.6432,46.5302
2000-05-03 08:00:00,0.637,1.4681,41.5719
2000-05-03 10:00:00,0.616,1.3523,38.2928
2000-05-03 11:00:00,0.613,1.3363,37.8397
2000-05-03 12:00:00,0.614,1.3416,37.9898
2000-05-03 14:00:00,0.626,1.4067,39.8332
2000-05-03 16:00:00,0.642,1.4964,42.3733
2000-05-03 17:00:00,0.649,1.5367,43.5144
2000-05-03 19:00:00,0.65,1.5425,43.6787
2000-05-03 21:00:00,0.647,1.5251,43.186
2000-05-03 22:00:00,0.641,1.4907,42.2119
2000-05-04,0.633,1.4456,40.9348
2000-05-04 01:00:00,0.622,1.3848,39.2131
2000-05-04 05:00:00,0.601,1.2731,36.0501
2000-05-04 09:00:00,0.58,1.1669,33.0429
2000-05-04 10:00:00,0.578,1.1571,32.7654
2000-05-04 11:00:00,0.581,1.1718,33.1816
2000-05-04 12:00:00,0.603,1.2835,36.3446
2000-05-04 14:00:00,0.661,1.6072,45.5108
2000-05-04 16:00:00,0.7,1.8495,52.3719
2000-05-04 18:00:00,0.714,1.9414,54.9742
2000-05-04 19:00:00,0.722,1.9951,56.4948
2000-05-04 21:00:00,0.725,2.0154,57.0697
2000-05-04 23:00:00,0.725,2.0154,57.0697
2000-05-05,0.723,2.0019,56.6874
2000-05-05 01:00:00,0.72,1.9816,56.1126
2000-05-05 03:00:00,0.714,3.8827,109.9456
2000-05-05 04:00:00,0.7235,4.0105,113.5645
2000-05-05 05:00:00,0.734,2.0773,58.8225
2000-05-05 06:00:00,0.761,2.2694,64.2621
2000-05-05 07:00:00,0.785,2.4487,69.3393
2000-05-05 09:00:00,0.805,2.6043,73.7454
2000-05-05 10:00:00,0.815,2.6843,76.0108
2000-05-05 12:00:00,0.829,2.7986,79.2474
2000-05-05 14:00:00,0.848,2.9583,83.7696
2000-05-05 15:00:00,0.849,2.9669,84.0131
2000-05-05 17:00:00,0.834,2.8401,80.4225
2000-05-05 19:00:00,0.802,2.5806,73.0743
2000-05-05 21:00:00,0.762,2.2767,64.4689
2000-05-05 23:00:00,0.739,2.1121,59.8079
2000-05-06,0.737,2.0981,59.4115
2000-05-06 02:00:00,0.711,1.9215,54.4107
2000-05-06 06:00:00,0.675,1.6919,47.9092
2000-05-06 10:00:00,0.656,1.5776,44.6726
2000-05-06 13:00:00,0.648,1.5309,43.3502
2000-05-06 16:00:00,0.636,1.4624,41.4105
2000-05-06 20:00:00,0.621,1.3794,39.0602
2000-05-06 22:00:00,0.608,1.3097,37.0865
2000-05-07,0.6,1.2679,35.9029
2000-05-07 01:00:00,0.588,1.2067,34.1699
2000-05-07 06:00:00,0.57,1.1183,31.6667
2000-05-07 09:00:00,0.564,1.0896,30.854
2000-05-07 11:00:00,0.567,1.1039,31.2589
2000-05-07 13:00:00,0.579,1.162,32.9041
2000-05-07 16:00:00,0.601,2.549,72.1795
2000-05-07 17:00:00,0.633,1.4456,40.9348
2000-05-07 18:00:00,0.634,1.4512,41.0933
2000-05-07 19:00:00,0.641,1.4907,42.2119
2000-05-07 20:00:00,0.64,1.485,42.0504
2000-05-07 22:00:00,0.634,1.4512,41.0933
2000-05-08,0.628,1.4178,40.1476
2000-05-08 01:00:00,0.619,1.3685,38.7515
2000-05-08 05:00:00,0.604,1.2887,36.4919
2000-05-08 08:00:00,0.5895,2.4286,68.7702
2000-05-08 11:00:00,0.579,2.324,65.8083
2000-05-08 17:00:00,0.555,1.0476,29.6647
2000-05-08 18:00:00,0.559,2.1325,60.3856
2000-05-08 19:00:00,0.585,2.3862,67.5696
2000-05-08 20:00:00,0.626,2.814,79.6835
2000-05-08 21:00:00,0.658,1.5894,45.0067
2000-05-08 22:00:00,0.679,1.7165,48.6058
2000-05-09,0.6905,3.5772,101.2948
2000-05-09 03:00:00,0.692,1.7981,50.9164
2000-05-09 04:00:00,0.689,1.7791,50.3784
2000-05-09 05:00:00,0.689,1.7791,50.3784
2000-05-09 06:00:00,0.707333333333333,5.6971,161.3236
2000-05-09 07:00:00,0.91175,28.8367,816.5631
2000-05-09 08:00:00,1.138,12.1747,344.7485
2000-05-09 09:00:00,1.236,14.8888,421.6032
2000-05-09 10:00:00,1.249,7.6363,216.2356
2000-05-09 11:00:00,1.195,13.7174,388.4328
2000-05-09 12:00:00,1.116,5.7961,164.127
2000-05-09 14:00:00,1.058,5.0859,144.0164
2000-05-09 15:00:00,1.0452,24.6968,699.3344
2000-05-09 16:00:00,1.076,5.3004,150.0904
2000-05-09 17:00:00,1.076,5.3004,150.0904
2000-05-09 18:00:00,1.0425,9.8129,277.87
2000-05-09 19:00:00,1.001,4.4409,125.7521
2000-05-09 20:00:00,0.987,4.2903,121.4876
2000-05-09 21:00:00,0.954,3.9475,111.7806
2000-05-09 23:00:00,0.915,3.5639,100.9182
2000-05-10,0.891,3.3393,94.5583
2000-05-10 01:00:00,0.863,3.0881,87.4451
2000-05-10 04:00:00,0.804,2.5964,73.5217
2000-05-10 07:00:00,0.754,2.2186,62.8237
2000-05-10 08:00:00,0.76,2.2621,64.0554
2000-05-10 09:00:00,0.76,2.2621,64.0554
2000-05-10 11:00:00,0.75,4.3798,124.022
2000-05-10 12:00:00,0.753,2.2114,62.6198
2000-05-10 13:00:00,0.751,2.1971,62.2148
2000-05-10 15:00:00,0.748,2.1756,61.606
2000-05-10 17:00:00,0.738,2.1051,59.6097
2000-05-10 19:00:00,0.7385,4.2177,119.4318
2000-05-10 20:00:00,0.7905,4.9911,141.332
2000-05-10 21:00:00,0.95625,15.9585,451.8936
2000-05-10 22:00:00,1.132,18.0786,511.9281
2000-05-10 23:00:00,1.264,15.7275,445.3525
2000-05-11,1.27,23.8681,675.8682
2000-05-11 01:00:00,1.214,7.1229,201.6977
2000-05-11 02:00:00,1.16,6.3718,180.429
2000-05-11 03:00:00,1.11,5.72,161.9721
2000-05-11 04:00:00,1.052,5.0156,142.0257
2000-05-11 05:00:00,1.02,4.6501,131.676
2000-05-11 06:00:00,0.991666666666667,13.0229,368.7669
2000-05-11 07:00:00,0.978,4.1951,118.7918
2000-05-11 08:00:00,0.961,4.0188,113.7996
2000-05-11 11:00:00,0.908,3.4975,99.038
2000-05-11 15:00:00,0.848,2.9583,83.7696
2000-05-11 18:00:00,0.795,2.5258,71.5226
2000-05-11 20:00:00,0.76,2.2621,64.0554
2000-05-12,0.719,1.9748,55.92
2000-05-12 02:00:00,0.692,1.7981,50.9164
2000-05-12 08:00:00,0.637,1.4681,41.5719
2000-05-12 17:00:00,0.562,1.0802,30.5878
2000-05-13,0.527,0.9228,26.1307
2000-05-13 03:00:00,0.501,0.8153,23.0867
2000-05-13 06:00:00,0.5,0.8113,22.9734
2000-05-13 07:00:00,0.5,0.8113,22.9734
2000-05-13 10:00:00,0.489,0.7683,21.7558
2000-05-13 14:00:00,0.481,0.7379,20.895
2000-05-13 20:00:00,0.477,0.7229,20.4702
2000-05-13 21:00:00,0.543,1.994,56.4637
2000-05-13 22:00:00,0.637,1.4681,41.5719
2000-05-13 23:00:00,0.675,1.6919,47.9092
2000-05-14,0.724,4.0189,113.8024
2000-05-14 02:00:00,0.761,2.2694,64.2621
2000-05-14 03:00:00,0.775,2.373,67.1958
2000-05-14 04:00:00,0.777,2.3881,67.6234
2000-05-14 05:00:00,0.777,2.3881,67.6234
2000-05-14 07:00:00,0.768,2.3209,65.7205
2000-05-14 09:00:00,0.745,2.1543,61.0029
2000-05-14 12:00:00,0.707,1.8951,53.6632
2000-05-14 15:00:00,0.658,1.5894,45.0067
2000-05-14 19:00:00,0.62,1.374,38.9073
2000-05-15,0.573,1.1327,32.0744
2000-05-15 01:00:00,0.56,1.0708,30.3216
2000-05-15 03:00:00,0.544,0.9974,28.2432
2000-05-15 06:00:00,0.529,0.9314,26.3743
2000-05-15 08:00:00,0.515,0.8722,24.6979
2000-05-15 11:00:00,0.503,0.8233,23.3132
2000-05-15 12:00:00,0.4975,1.6028,45.3862
2000-05-15 14:00:00,0.486,0.7568,21.4302
2000-05-15 17:00:00,0.473,0.7082,20.054
2000-05-15 20:00:00,0.462,0.6685,18.9298
2000-05-16,0.449,0.6234,17.6527
2000-05-16 03:00:00,0.437,0.5834,16.52
2000-05-16 08:00:00,0.425,0.5449,15.4298
2000-05-16 12:00:00,0.414,0.511,14.4699
2000-05-16 17:00:00,0.4,0.4697,13.3004
2000-05-16 21:00:00,0.4,0.4697,13.3004
2000-05-16 23:00:00,0.392,0.4471,12.6604
2000-05-17,0.394,0.4527,12.819
2000-05-17 03:00:00,0.388,0.436,12.3461
2000-05-17 06:00:00,0.384,0.425,12.0346
2000-05-17 09:00:00,0.381,0.417,11.8081
2000-05-17 12:00:00,0.374,0.3984,11.2814
2000-05-17 16:00:00,0.366,0.3779,10.7009
2000-05-17 20:00:00,0.357,0.3555,10.0666
2000-05-18,0.354,0.3483,9.8627
2000-05-18 03:00:00,0.348,0.334,9.4578
2000-05-18 08:00:00,0.345,0.327,9.2596
2000-05-18 09:00:00,0.364333333333333,1.1218,31.7658
2000-05-18 10:00:00,0.3765,0.8101,22.9395
2000-05-18 11:00:00,0.383,0.4223,11.9582
2000-05-18 12:00:00,0.391,0.8887,25.1651
2000-05-18 13:00:00,0.396,0.4583,12.9776
2000-05-18 14:00:00,0.421,1.0654,30.1687
2000-05-18 15:00:00,0.4445,1.2174,34.4729
2000-05-18 16:00:00,0.477,0.7229,20.4702
2000-05-18 17:00:00,0.5538,5.2646,149.0766
2000-05-18 18:00:00,0.693666666666667,5.4356,153.9189
2000-05-18 19:00:00,0.73,2.0497,58.0409
2000-05-18 20:00:00,0.7435,4.288,121.4225
2000-05-18 23:00:00,0.75,2.1899,62.011
2000-05-19,0.748,2.1756,61.606
2000-05-19 01:00:00,0.731,2.0565,58.2335
2000-05-19 06:00:00,0.675,1.6919,47.9092
2000-05-19 12:00:00,0.608,1.3097,37.0865
2000-05-19 17:00:00,0.557,1.0568,29.9252
2000-05-19 21:00:00,0.53,0.9357,26.496
2000-05-20,0.512,0.8598,24.3468
2000-05-20 03:00:00,0.491,0.776,21.9738
2000-05-20 09:00:00,0.465,0.6792,19.2328
2000-05-20 17:00:00,0.434,0.5736,16.2425
2000-05-20 21:00:00,0.431,0.5639,15.9678
2000-05-21,0.425,0.5449,15.4298
2000-05-21 03:00:00,0.415,0.514,14.5548
2000-05-21 09:00:00,0.403,0.4784,13.5468
2000-05-21 16:00:00,0.391,0.4443,12.5812
2000-05-22,0.384,0.425,12.0346
2000-05-22 01:00:00,0.38,0.4143,11.7317
2000-05-22 04:00:00,0.376,0.4037,11.4315
2000-05-22 08:00:00,0.372,0.3932,11.1342
2000-05-22 10:00:00,0.366,0.3779,10.7009
2000-05-22 17:00:00,0.363,0.3704,10.4885
2000-05-23,0.359,0.3604,10.2054
2000-05-23 05:00:00,0.351,0.3411,9.6589
2000-05-23 12:00:00,0.345,0.327,9.2596
2000-05-23 18:00:00,0.339,0.3132,8.8688
2000-05-23 22:00:00,0.334,0.302,8.5517
2000-05-24,0.336,0.3065,8.6791
2000-05-24 01:00:00,0.337,0.3087,8.7414
2000-05-24 03:00:00,0.363,0.3704,10.4885
2000-05-24 05:00:00,0.404,0.4813,13.6289
2000-05-24 06:00:00,0.508,1.7019,48.1924
2000-05-24 07:00:00,0.66,3.2235,91.2792
2000-05-24 08:00:00,0.831666666666667,8.5261,241.4318
2000-05-24 09:00:00,0.98325,17.0185,481.9095
2000-05-24 10:00:00,1.07266666666667,15.7965,447.3063
2000-05-24 11:00:00,1.11833333333333,17.4776,494.9097
2000-05-24 12:00:00,1.098,5.5698,157.7189
2000-05-24 13:00:00,1.0575,10.163,287.7836
2000-05-24 14:00:00,1.015,4.5945,130.1015
2000-05-24 15:00:00,0.986666666666667,12.8645,364.2815
2000-05-24 17:00:00,0.921,3.6214,102.5465
2000-05-24 18:00:00,0.874,3.1854,90.2003
2000-05-24 20:00:00,0.817,2.7004,76.4667
2000-05-24 22:00:00,0.773,2.3581,66.7738
2000-05-25,0.748,2.1756,61.606
2000-05-25 02:00:00,0.71,1.9149,54.2238
2000-05-25 08:00:00,0.634,1.4512,41.0933
2000-05-25 10:00:00,0.635,1.4568,41.2519
2000-05-25 11:00:00,0.631,1.4344,40.6176
2000-05-25 12:00:00,0.641,1.4907,42.2119
2000-05-25 15:00:00,0.637,1.4681,41.5719
2000-05-25 17:00:00,0.628,1.4178,40.1476
2000-05-25 18:00:00,0.628,1.4178,40.1476
2000-05-25 21:00:00,0.614,1.3416,37.9898
2000-05-26,0.594,1.2371,35.0307
2000-05-26 03:00:00,0.569,1.1135,31.5308
2000-05-26 10:00:00,0.532,0.9444,26.7424
2000-05-26 16:00:00,0.497,0.7994,22.6364
2000-05-26 20:00:00,0.481,0.7379,20.895
2000-05-27,0.471,0.7009,19.8472
2000-05-27 05:00:00,0.449,0.6234,17.6527
2000-05-27 11:00:00,0.432,0.5672,16.0613
2000-05-27 18:00:00,0.414,0.511,14.4699
2000-05-28,0.401,0.4726,13.3825
2000-05-28 04:00:00,0.392,0.4471,12.6604
2000-05-28 10:00:00,0.382,0.4196,11.8817
2000-05-28 15:00:00,0.37,0.3881,10.9898
2000-05-28 21:00:00,0.36,0.3629,10.2762
2000-05-29,0.356,0.3531,9.9987
2000-05-29 04:00:00,0.345,0.327,9.2596
2000-05-29 11:00:00,0.336,0.3065,8.6791
2000-05-29 15:00:00,0.331,0.2954,8.3648
2000-05-30,0.323,0.2783,7.8806
2000-05-30 04:00:00,0.318,0.2678,7.5832
2000-05-30 11:00:00,0.311,0.2536,7.1811
2000-05-30 17:00:00,0.311,0.2536,7.1811
2000-05-31,0.293,0.2192,6.207
2000-05-31 03:00:00,0.29,0.2137,6.0513
2000-05-31 09:00:00,0.289,0.2119,6.0003
2000-05-31 14:00:00,0.281,0.1978,5.6011
2000-05-31 19:00:00,0.272,0.1827,5.1735
2000-06-01,0.269,0.1778,5.0347
2000-06-01 04:00:00,0.267,0.1746,4.9441
2000-06-01 09:00:00,0.265,0.1714,4.8535
2000-06-01 14:00:00,0.255,0.156,4.4174
2000-06-01 20:00:00,0.248,0.1457,4.1258
2000-06-02,0.244,0.14,3.9644
2000-06-02 03:00:00,0.24,0.1344,3.8058
2000-06-02 08:00:00,0.2445,0.2815,7.9712
2000-06-02 09:00:00,0.2505,0.2986,8.4554
2000-06-02 16:00:00,0.254,0.1545,4.3749
2000-06-03,0.253,0.153,4.3325
2000-06-03 04:00:00,0.246,0.1428,4.0436
2000-06-03 09:00:00,0.239,0.1331,3.769
2000-06-03 14:00:00,0.229,0.1199,3.3952
2000-06-03 18:00:00,0.23,0.1211,3.4292
2000-06-04,0.224,0.1135,3.214
2000-06-04 04:00:00,0.224,0.1135,3.214
2000-06-04 10:00:00,0.222,0.1111,3.146
2000-06-04 17:00:00,0.217,0.105,2.9733
2000-06-05,0.215,0.1027,2.9081
2000-06-05 03:00:00,0.215,0.1027,2.9081
2000-06-05 07:00:00,0.215,0.1027,2.9081
2000-06-05 12:00:00,0.216,0.1039,2.9421
2000-06-05 15:00:00,0.214,0.1015,2.8742
2000-06-05 23:00:00,0.212,0.0992,2.809
2000-06-06,0.208,0.1896,5.3689
2000-06-06 03:00:00,0.209,0.0958,2.7127
2000-06-06 06:00:00,0.209,0.0958,2.7127
2000-06-06 09:00:00,0.209,0.0958,2.7127
2000-06-06 11:00:00,0.2125,0.1997,5.6548
