"hour","TDR_10bhs_vwc","TDR_30bhs_vwc","TDR_50bhs_vwc","TDR_10bhs_t","TDR_30bhs_t","TDR_50bhs_t"
2023-11-20 09:00:00,34.1,53.7,55.2,1.6,4.2,5.8
2023-11-20 10:00:00,34.075,53.7166666666667,54.45,1.6,4.2,5.8
2023-11-20 11:00:00,34.0583333333333,53.725,54.2583333333333,1.58333333333333,4.2,5.8
2023-11-20 12:00:00,34.05,53.75,54.9333333333333,1.6,4.2,5.8
2023-11-20 13:00:00,34.0333333333333,53.7166666666667,53.625,1.575,4.19166666666667,5.8
2023-11-20 14:00:00,34.0083333333333,53.7,53.6166666666667,1.54166666666667,4.2,5.78333333333333
2023-11-20 15:00:00,33.9833333333333,53.7166666666667,52.875,1.51666666666667,4.2,5.74166666666667
2023-11-20 16:00:00,33.9333333333333,53.7166666666667,52.425,1.5,4.2,5.71666666666667
2023-11-20 17:00:00,33.85,53.7083333333333,52.325,1.5,4.2,5.7
2023-11-20 18:00:00,33.9,53.7083333333333,52.0666666666667,1.5,4.19166666666667,5.7
2023-11-20 19:00:00,33.9,53.7083333333333,52.525,1.5,4.18333333333333,5.7
2023-11-20 20:00:00,33.825,53.6916666666667,51.6,1.5,4.18333333333333,5.7
2023-11-20 21:00:00,33.8166666666667,53.6666666666667,51.275,1.46666666666667,4.13333333333333,5.69166666666667
2023-11-20 22:00:00,33.7833333333333,53.6916666666667,50.5916666666667,1.4,4.10833333333333,5.64166666666667
2023-11-20 23:00:00,33.7416666666667,53.6833333333333,50.425,1.4,4.1,5.63333333333333
2023-11-21,33.7416666666667,53.6833333333333,49.925,1.4,4.10833333333333,5.65
2023-11-21 01:00:00,33.7083333333333,53.6166666666667,49.7166666666667,1.4,4.1,5.64166666666667
2023-11-21 02:00:00,33.725,53.6083333333333,49.5166666666667,1.34166666666667,4.1,5.625
2023-11-21 03:00:00,33.6916666666667,53.675,48.975,1.30833333333333,4.1,5.6
2023-11-21 04:00:00,33.625,53.6833333333333,48.4666666666667,1.3,4.05833333333333,5.6
2023-11-21 05:00:00,33.625,53.625,48.4916666666667,1.3,4.09166666666667,5.6
2023-11-21 06:00:00,33.6083333333333,53.6166666666667,47.7416666666667,1.25833333333333,4.01666666666667,5.6
2023-11-21 07:00:00,33.55,53.6166666666667,48.0166666666667,1.20833333333333,4,5.6
2023-11-21 08:00:00,33.575,53.6,47.55,1.2,4,5.58333333333333
2023-11-21 09:00:00,33.4833333333333,53.6,47.3833333333333,1.2,4,5.575
2023-11-21 10:00:00,33.5083333333333,53.6166666666667,47.3416666666667,1.16666666666667,4,5.51666666666667
2023-11-21 11:00:00,33.4833333333333,53.5916666666667,46.9916666666667,1.13333333333333,4,5.5
2023-11-21 12:00:00,33.4833333333333,53.5666666666667,46.95,1.10833333333333,4,5.5
2023-11-21 13:00:00,33.45,53.5666666666667,47.1083333333333,1.1,4,5.5
2023-11-21 14:00:00,33.4166666666667,53.5916666666667,46.625,1.1,3.95833333333333,5.5
2023-11-21 15:00:00,33.3416666666667,53.5666666666667,46.9416666666667,1.1,3.95,5.475
2023-11-21 16:00:00,33.3416666666667,53.55,46.6083333333333,1.1,3.9,5.44166666666667
2023-11-21 17:00:00,33.3666666666667,53.55,46.1583333333333,1.1,3.9,5.44166666666667
2023-11-21 18:00:00,33.3583333333333,53.5666666666667,45.9833333333333,1.1,3.9,5.4
2023-11-21 19:00:00,33.3166666666667,53.5166666666667,46.15,1.1,3.9,5.4
2023-11-21 20:00:00,33.3,53.5416666666667,46.15,1.06666666666667,3.9,5.4
2023-11-21 21:00:00,33.3,53.5166666666667,45.875,1.05833333333333,3.875,5.4
2023-11-21 22:00:00,33.2583333333333,53.5333333333333,45.7083333333333,1.00833333333333,3.81666666666667,5.39166666666667
2023-11-21 23:00:00,33.2666666666667,53.5083333333333,45.6083333333333,1,3.8,5.34166666666667
2023-11-22,33.2916666666667,53.525,45.65,1,3.8,5.35833333333333
2023-11-22 01:00:00,33.2166666666667,53.5416666666667,45.5833333333333,1,3.8,5.34166666666667
2023-11-22 02:00:00,33.2666666666667,53.5416666666667,45.5083333333333,1,3.8,5.325
2023-11-22 03:00:00,33.2416666666667,53.5083333333333,45.6833333333333,1,3.8,5.3
2023-11-22 04:00:00,33.2166666666667,53.5,45.4333333333333,1,3.8,5.3
2023-11-22 05:00:00,33.2333333333333,53.5,45.45,0.983333333333333,3.8,5.3
2023-11-22 06:00:00,33.225,53.5083333333333,45.5833333333333,1,3.78333333333333,5.3
2023-11-22 07:00:00,33.1916666666667,53.5,45.4,0.983333333333333,3.76666666666667,5.24166666666667
2023-11-22 08:00:00,33.2,53.4833333333333,45.5,0.991666666666667,3.71666666666667,5.23333333333333
2023-11-22 09:00:00,33.225,53.4916666666667,45.3166666666667,0.958333333333333,3.7,5.20833333333333
2023-11-22 10:00:00,33.25,53.5083333333333,45.3416666666667,0.95,3.7,5.2
2023-11-22 11:00:00,33.2083333333333,53.4916666666667,45.2833333333333,0.958333333333333,3.7,5.2
2023-11-22 12:00:00,33.2166666666667,53.5166666666667,45.3083333333333,0.933333333333333,3.7,5.2
2023-11-22 13:00:00,33.225,53.4916666666667,45.3833333333333,0.941666666666667,3.7,5.2
2023-11-22 14:00:00,33.2166666666667,53.5,45.4583333333333,0.933333333333333,3.7,5.2
2023-11-22 15:00:00,33.2583333333333,53.5,46.3416666666667,0.916666666666667,3.7,5.2
2023-11-22 16:00:00,33.2583333333333,53.5083333333333,48.5666666666667,0.9,3.7,5.20833333333333
2023-11-22 17:00:00,33.3083333333333,53.5416666666667,52.95,0.9,3.69166666666667,5.35833333333333
2023-11-22 18:00:00,33.4583333333333,53.6416666666667,56.35,0.9,3.68333333333333,5.41666666666667
2023-11-22 19:00:00,33.5583333333333,53.6583333333333,57.6916666666667,0.9,3.66666666666667,5.475
2023-11-22 20:00:00,33.775,53.6666666666667,58.5166666666667,0.9,3.65,5.5
2023-11-22 21:00:00,33.9416666666667,53.7333333333333,58.4416666666667,0.9,3.64166666666667,5.5
2023-11-22 22:00:00,34.0916666666667,53.7583333333333,58.3,0.9,3.6,5.5
2023-11-22 23:00:00,34.175,53.7666666666667,59.0416666666667,0.9,3.6,5.5
