"hour","TDR_10typ_vwc","TDR_30typ_vwc","TDR_50typ_vwc","TDR_10typ_t","TDR_30typ_t","TDR_50typ_t"
2023-08-17 10:00:00,31.1166666666667,29.75,32.3833333333333,15.2833333333333,14.7,14.1
2023-08-17 11:00:00,30.95,29.6583333333333,32.3916666666667,15.2916666666667,14.7,14.1
2023-08-17 12:00:00,30.825,29.6416666666667,32.4,15.3,14.7,14.1
2023-08-17 13:00:00,30.575,29.6333333333333,32.425,15.3,14.7,14.1
2023-08-17 14:00:00,30.5416666666667,29.6,32.4083333333333,15.3,14.7,14.1
2023-08-17 15:00:00,30.3416666666667,29.6,32.425,15.3083333333333,14.7,14.1
2023-08-17 16:00:00,30.0916666666667,29.6083333333333,32.4166666666667,15.3166666666667,14.7,14.1
2023-08-17 17:00:00,29.7583333333333,29.5666666666667,32.4166666666667,15.3416666666667,14.7,14.1
2023-08-17 18:00:00,29.8666666666667,29.5583333333333,32.4166666666667,15.35,14.7,14.1
2023-08-17 19:00:00,29.6583333333333,29.5166666666667,32.4,15.3583333333333,14.7,14.1
2023-08-17 20:00:00,29.8916666666667,29.5,32.4166666666667,15.3333333333333,14.7,14.1
2023-08-17 21:00:00,29.75,29.5083333333333,32.3916666666667,15.3,14.7,14.1
2023-08-17 22:00:00,29.8166666666667,29.4833333333333,32.4,15.3,14.7,14.1
2023-08-17 23:00:00,29.6,29.475,32.3916666666667,15.3,14.7,14.1
2023-08-18,29.4,29.4083333333333,32.3333333333333,15.2916666666667,14.7,14.1
2023-08-18 01:00:00,29.0583333333333,29.4416666666667,32.35,15.2166666666667,14.7,14.1
2023-08-18 02:00:00,29.5083333333333,29.4083333333333,32.3333333333333,15.2,14.7,14.1
2023-08-18 03:00:00,29.525,29.3583333333333,32.3083333333333,15.2,14.6833333333333,14.0916666666667
2023-08-18 04:00:00,29.35,29.3083333333333,32.3,15.2,14.7,14.0916666666667
2023-08-18 05:00:00,28.9166666666667,29.3333333333333,32.3166666666667,15.1666666666667,14.675,14.1
2023-08-18 06:00:00,28.9166666666667,29.3166666666667,32.3083333333333,15.125,14.625,14.0916666666667
2023-08-18 07:00:00,28.9916666666667,29.2916666666667,32.3,15.1,14.6083333333333,14.1
2023-08-18 08:00:00,30.3416666666667,29.4666666666667,32.2916666666667,15.1416666666667,14.6,14.0916666666667
2023-08-18 09:00:00,33.4333333333333,29.95,32.375,15.1916666666667,14.6,14.075
2023-08-18 10:00:00,32.9416666666667,30.1916666666667,32.4583333333333,15.2,14.6083333333333,14.1
2023-08-18 11:00:00,32.5833333333333,30.225,32.7,15.2,14.6083333333333,14.0833333333333
2023-08-18 12:00:00,32.0333333333333,30.2833333333333,32.825,15.2666666666667,14.6083333333333,14.0833333333333
2023-08-18 13:00:00,31.6166666666667,30.2166666666667,32.925,15.4166666666667,14.6,14.0833333333333
2023-08-18 14:00:00,31.3166666666667,30.2166666666667,32.9416666666667,15.525,14.6,14.1
2023-08-18 15:00:00,31.0583333333333,30.125,32.9333333333333,15.6333333333333,14.65,14.0833333333333
2023-08-18 16:00:00,30.6416666666667,30.15,32.9166666666667,15.7833333333333,14.6833333333333,14.0833333333333
2023-08-18 17:00:00,30.4083333333333,30.0333333333333,32.9416666666667,15.8916666666667,14.7,14.0833333333333
2023-08-18 18:00:00,30.45,30.0416666666667,33.2083333333333,15.8916666666667,14.7,14.075
2023-08-18 19:00:00,30.375,29.9916666666667,33.4916666666667,15.8416666666667,14.7166666666667,14.075
2023-08-18 20:00:00,30,30.0416666666667,33.6416666666667,15.75,14.775,14.05
2023-08-18 21:00:00,29.8416666666667,30.05,33.675,15.6,14.8,14.05
2023-08-18 22:00:00,29.3,30.0166666666667,33.675,15.5083333333333,14.8,14.05
2023-08-18 23:00:00,29.55,30.0666666666667,33.6333333333333,15.375,14.8,14.0416666666667
2023-08-19,29.4083333333333,29.9583333333333,33.5666666666667,15.2666666666667,14.8,14.0666666666667
2023-08-19 01:00:00,29.45,29.9083333333333,33.5,15.15,14.8,14.05
2023-08-19 02:00:00,29.3166666666667,29.9666666666667,33.4083333333333,14.9833333333333,14.7916666666667,14.075
2023-08-19 03:00:00,29.475,29.9083333333333,33.3833333333333,14.8583333333333,14.7583333333333,14.1
2023-08-19 04:00:00,29.4166666666667,29.8583333333333,33.3,14.7416666666667,14.7083333333333,14.0833333333333
2023-08-19 05:00:00,29.475,29.8166666666667,33.2416666666667,14.5916666666667,14.7,14.0916666666667
2023-08-19 06:00:00,29.3166666666667,29.85,33.2,14.5083333333333,14.675,14.0916666666667
2023-08-19 07:00:00,29.1583333333333,29.8,33.1416666666667,14.4333333333333,14.6083333333333,14.0916666666667
2023-08-19 08:00:00,29.2583333333333,29.775,33.1,14.3916666666667,14.6,14.1
